Seq,username,userID,gender,totalSpent,monthsSinceLastPurchase,totalNumberOfPurchases,monthsSinceFirstPurchase,firstName,lastName,userPass
2213,user2213,18272,0,48,14,1,14,Gabriel,Logan,user2213Logan18272
2214,user2214,18278,1,136,10,2,16,Jose,Justin,user2214Justin18278
2215,user2215,18280,1,366,8,12,48,Austin,Gabriel,user2215Gabriel18280
2216,user2216,18287,1,388,8,11,32,Kevin,Jose,user2216Jose18287
2217,user2217,18291,1,224,2,2,10,Elijah,Austin,user2217Austin18291
2218,user2218,18297,0,133,34,1,34,Caleb,Kevin,user2218Kevin18297
2219,user2219,18303,1,271,2,2,4,Robert,Elijah,user2219Elijah18303
2220,user2220,18306,0,190,8,2,14,Thomas,Caleb,user2220Caleb18306
2221,user2221,18324,0,181,16,2,18,Jordan,Robert,user2221Robert18324
2222,user2222,18327,1,243,6,1,6,Cameron,Thomas,user2222Thomas18327
2223,user2223,18332,1,57,2,3,14,Jack,Jordan,user2223Jordan18332
2224,user2224,18340,0,299,4,1,4,Hunter,Cameron,user2224Cameron18340
2225,user2225,18351,1,343,14,3,24,Jackson,Jack,user2225Jack18351
2226,user2226,18359,0,203,2,1,2,Angel,Hunter,user2226Hunter18359
2227,user2227,18360,1,232,14,5,28,Isaiah,Jackson,user2227Jackson18360
2228,user2228,18361,1,166,16,9,44,Evan,Angel,user2228Angel18361
2229,user2229,18365,1,170,14,2,22,Isaac,Isaiah,user2229Isaiah18365
2230,user2230,18386,1,142,16,3,30,Luke,Evan,user2230Evan18386
2231,user2231,18399,0,258,30,2,36,Mason,Isaac,user2231Isaac18399
2232,user2232,18401,1,153,4,1,4,Jayden,Luke,user2232Luke18401
2233,user2233,18405,1,194,12,1,12,Jason,Mason,user2233Mason18405
2234,user2234,18411,0,135,10,2,14,Gavin,Jayden,user2234Jayden18411
2235,user2235,18416,1,274,2,2,8,Aaron,Jason,user2235Jason18416
2236,user2236,18418,1,273,16,12,84,Connor,Gavin,user2236Gavin18418
2237,user2237,18425,1,205,12,1,12,Aiden,Aaron,user2237Aaron18425
2238,user2238,18428,1,135,6,9,34,Aidan,Connor,user2238Connor18428
2239,user2239,18437,1,325,14,2,20,Kyle,Aiden,user2239Aiden18437
2240,user2240,18447,1,119,32,2,36,Juan,Aidan,user2240Aidan18447
2241,user2241,18451,1,288,26,2,32,Charles,Kyle,user2241Kyle18451
2242,user2242,18456,1,279,8,2,14,Luis,Juan,user2242Juan18456
2243,user2243,18458,1,120,6,1,6,Adam,Charles,user2243Charles18458
2244,user2244,18466,1,51,10,1,10,Lucas,Luis,user2244Luis18466
2245,user2245,18489,1,274,10,1,10,Brian,Adam,user2245Adam18489
2246,user2246,18493,1,421,12,10,66,Eric,Lucas,user2246Lucas18493
2247,user2247,18507,1,183,14,2,22,Adrian,Brian,user2247Brian18507
2248,user2248,18508,1,347,4,7,40,Nathaniel,Eric,user2248Eric18508
2249,user2249,18512,1,179,20,5,38,Sean,Adrian,user2249Adrian18512
2250,user2250,18519,1,309,14,8,30,Alex,Nathaniel,user2250Nathaniel18519
2251,user2251,18526,1,26,12,1,12,Carlos,Sean,user2251Sean18526
2252,user2252,18528,1,417,16,12,52,Bryan,Alex,user2252Alex18528
2253,user2253,18535,0,230,14,1,14,Ian,Carlos,user2253Carlos18535
2254,user2254,18539,1,363,14,5,38,Owen,Bryan,user2254Bryan18539
2255,user2255,18546,1,326,20,2,24,Jesus,Ian,user2255Ian18546
2256,user2256,18562,1,249,4,2,10,Landon,Owen,user2256Owen18562
2257,user2257,18577,0,293,34,2,38,Julian,Jesus,user2257Jesus18577
2258,user2258,18593,1,237,2,1,2,Chase,Landon,user2258Landon18593
2259,user2259,18596,0,143,16,1,16,Cole,Julian,user2259Julian18596
2260,user2260,18600,0,176,12,1,12,Diego,Chase,user2260Chase18600
2261,user2261,18601,0,392,2,9,32,Jeremiah,Cole,user2261Cole18601
2262,user2262,18603,1,227,14,2,20,Steven,Diego,user2262Diego18603
2263,user2263,18621,0,105,10,1,10,Sebastian,Jeremiah,user2263Jeremiah18621
2264,user2264,18622,1,215,12,1,12,Xavier,Steven,user2264Steven18622
2265,user2265,18623,1,228,12,5,34,Timothy,Sebastian,user2265Sebastian18623
2266,user2266,18630,1,155,16,1,16,Carter,Xavier,user2266Xavier18630
2267,user2267,18631,1,408,16,9,52,Wyatt,Timothy,user2267Timothy18631
2268,user2268,18644,1,27,30,1,30,Brayden,Carter,user2268Carter18644
2269,user2269,18647,1,201,32,2,36,Blake,Wyatt,user2269Wyatt18647
2270,user2270,18652,1,215,4,1,4,Hayden,Brayden,user2270Brayden18652
2271,user2271,18658,1,147,10,8,32,Devin,Blake,user2271Blake18658
2272,user2272,18659,1,178,8,4,22,Cody,Hayden,user2272Hayden18659
2273,user2273,18660,1,298,32,2,34,Richard,Devin,user2273Devin18660
2274,user2274,18665,1,256,10,4,18,Seth,Cody,user2274Cody18665
2275,user2275,18672,0,294,18,1,18,Dominic,Richard,user2275Richard18672
2276,user2276,18673,0,298,6,3,20,Jaden,Seth,user2276Seth18673
2277,user2277,18679,1,347,24,12,84,Antonio,Dominic,user2277Dominic18679
2278,user2278,18680,0,158,2,2,8,Miguel,Jaden,user2278Jaden18680
2279,user2279,18681,1,31,10,1,10,Liam,Antonio,user2279Antonio18681
2280,user2280,18691,1,311,30,12,66,Patrick,Miguel,user2280Miguel18691
2281,user2281,18701,0,419,14,8,56,Carson,Liam,user2281Liam18701
2282,user2282,18707,1,292,12,1,12,Jesse,Patrick,user2282Patrick18707
2283,user2283,18712,0,367,26,7,50,Tristan,Carson,user2283Carson18712
2284,user2284,18729,1,133,14,2,20,Alejandro,Jesse,user2284Jesse18729
2285,user2285,18734,1,284,18,11,72,Henry,Tristan,user2285Tristan18734
2286,user2286,18737,1,228,10,1,10,Victor,Alejandro,user2286Alejandro18737
2287,user2287,18749,0,235,28,1,28,Trevor,Henry,user2287Henry18749
2288,user2288,18751,0,347,36,6,54,Bryce,Victor,user2288Victor18751
2289,user2289,18754,0,246,26,2,30,Jake,Trevor,user2289Trevor18754
2290,user2290,18755,1,62,6,2,14,Riley,Bryce,user2290Bryce18755
2291,user2291,18834,0,216,8,2,14,Colin,Jake,user2291Jake18834
2292,user2292,18860,0,335,4,11,54,Jared,Riley,user2292Riley18860
2293,user2293,18861,1,467,14,12,84,Jeremy,Colin,user2293Colin18861
2294,user2294,18865,1,53,16,2,20,Mark,Jared,user2294Jared18865
2295,user2295,18866,1,162,32,1,32,Caden,Jeremy,user2295Jeremy18866
2296,user2296,18867,1,278,16,10,48,Garrett,Mark,user2296Mark18867
2297,user2297,18876,1,290,12,4,34,Parker,Caden,user2297Caden18876
2298,user2298,18887,1,321,16,7,38,Marcus,Garrett,user2298Garrett18887
2299,user2299,18890,1,310,16,1,16,Vincent,Parker,user2299Parker18890
2300,user2300,18897,1,328,10,2,12,Kaleb,Marcus,user2300Marcus18897
2301,user2301,18909,1,170,8,4,22,Kaden,Vincent,user2301Vincent18909
2302,user2302,18912,1,195,8,6,42,Brady,Kaleb,user2302Kaleb18912
2303,user2303,18918,1,211,4,1,4,Colton,Kaden,user2303Kaden18918
2304,user2304,18922,0,364,16,8,58,Kenneth,Brady,user2304Brady18922
2305,user2305,18961,1,445,12,12,56,Joel,Colton,user2305Colton18961
2306,user2306,18962,0,258,8,1,8,Oscar,Kenneth,user2306Kenneth18962
2307,user2307,18968,0,264,10,2,18,Josiah,Joel,user2307Joel18968
2308,user2308,18977,1,175,6,2,14,Jorge,Oscar,user2308Oscar18977
2309,user2309,18978,0,171,32,7,72,Ashton,Josiah,user2309Josiah18978
2310,user2310,18984,1,456,16,11,78,Cooper,Jorge,user2310Jorge18984
2311,user2311,18985,1,168,16,2,18,Tanner,Ashton,user2311Ashton18985
2312,user2312,18989,1,257,10,2,14,Eduardo,Cooper,user2312Cooper18989
2313,user2313,18992,0,161,2,8,18,Paul,Tanner,user2313Tanner18992
2314,user2314,18994,0,85,10,1,10,Edward,Eduardo,user2314Eduardo18994
2315,user2315,19002,1,323,4,2,8,Ivan,Paul,user2315Paul19002
2316,user2316,19014,0,223,16,1,16,Preston,Edward,user2316Edward19014
2317,user2317,19015,1,197,20,12,48,Maxwell,Ivan,user2317Ivan19015
2318,user2318,19016,0,161,14,1,14,Alan,Preston,user2318Preston19016
2319,user2319,19026,1,70,32,1,32,Levi,Maxwell,user2319Maxwell19026
2320,user2320,19029,1,318,18,2,20,Stephen,Alan,user2320Alan19029
2321,user2321,19039,1,241,18,1,18,Grant,Levi,user2321Levi19039
2322,user2322,19076,1,307,4,2,8,Nicolas,Stephen,user2322Stephen19076
2323,user2323,19078,1,250,28,2,32,Dakota,Grant,user2323Grant19078
2324,user2324,19079,1,87,6,3,18,Omar,Nicolas,user2324Nicolas19079
2325,user2325,19080,1,155,6,7,30,Alexis,Dakota,user2325Dakota19080
2326,user2326,19089,0,327,16,2,20,George,Omar,user2326Omar19089
2327,user2327,19097,1,262,32,12,90,Eli,Alexis,user2327Alexis19097
2328,user2328,19116,0,73,4,2,12,Collin,George,user2328George19116
2329,user2329,19126,1,45,30,1,30,Spencer,Eli,user2329Eli19126
2330,user2330,19140,0,148,8,2,16,Gage,Collin,user2330Collin19140
2331,user2331,19161,1,76,12,2,18,Max,Spencer,user2331Spencer19161
2332,user2332,19164,1,217,10,1,10,Ricardo,Gage,user2332Gage19164
2333,user2333,19171,1,187,12,1,12,Cristian,Max,user2333Max19171
2334,user2334,19187,1,306,10,1,10,Derek,Ricardo,user2334Ricardo19187
2335,user2335,19198,1,380,16,11,76,Micah,Cristian,user2335Cristian19198
2336,user2336,19201,1,251,12,6,32,Brody,Derek,user2336Derek19201
2337,user2337,19204,1,191,8,8,26,Francisco,Micah,user2337Micah19204
2338,user2338,19220,1,76,10,1,10,Nolan,Brody,user2338Brody19220
2339,user2339,19225,1,381,2,9,44,Ayden,Francisco,user2339Francisco19225
2340,user2340,19226,1,191,6,1,6,Dalton,Nolan,user2340Nolan19226
2341,user2341,19237,1,187,14,2,18,Shane,Ayden,user2341Ayden19237
2342,user2342,19242,0,212,12,1,12,Peter,Dalton,user2342Dalton19242
2343,user2343,19244,1,318,20,2,24,Damian,Shane,user2343Shane19244
2344,user2344,19245,1,235,16,10,46,Jeffrey,Peter,user2344Peter19245
2345,user2345,19247,1,245,18,2,22,Brendan,Damian,user2345Damian19247
2346,user2346,19251,1,154,14,1,14,Travis,Jeffrey,user2346Jeffrey19251
2347,user2347,19261,1,278,2,12,54,Fernando,Brendan,user2347Brendan19261
2348,user2348,19263,0,279,32,2,36,Peyton,Travis,user2348Travis19263
2349,user2349,19266,1,143,20,2,28,Conner,Fernando,user2349Fernando19266
2350,user2350,19275,0,248,16,2,22,Andres,Peyton,user2350Peyton19275
2351,user2351,19281,1,232,8,7,48,Javier,Conner,user2351Conner19281
2352,user2352,19291,1,79,2,2,10,Giovanni,Andres,user2352Andres19291
2353,user2353,19306,1,230,12,1,12,Shawn,Javier,user2353Javier19306
2354,user2354,19316,1,181,12,1,12,Braden,Giovanni,user2354Giovanni19316
2355,user2355,19334,0,244,34,1,34,Jonah,Shawn,user2355Shawn19334
2356,user2356,19337,1,107,10,1,10,Bradley,Braden,user2356Braden19337
2357,user2357,19345,0,305,10,1,10,Cesar,Jonah,user2357Jonah19345
2358,user2358,19346,1,177,32,1,32,Emmanuel,Bradley,user2358Bradley19346
2359,user2359,19348,0,289,6,12,38,Manuel,Cesar,user2359Cesar19348
2360,user2360,19357,0,219,22,2,26,Edgar,Emmanuel,user2360Emmanuel19357
2361,user2361,19362,1,67,12,2,18,Mario,Manuel,user2361Manuel19362
2362,user2362,19366,0,350,6,11,36,Erik,Edgar,user2362Edgar19366
2363,user2363,19381,1,294,10,1,10,Edwin,Mario,user2363Mario19381
2364,user2364,19390,1,306,14,2,20,Johnathan,Erik,user2364Erik19390
2365,user2365,19400,1,150,18,7,32,Devon,Edwin,user2365Edwin19400
2366,user2366,19402,1,261,16,1,16,Damian,Johnathan,user2366Johnathan19402
2367,user2367,19414,1,93,4,1,4,Jeffrey,Devon,user2367Devon19414
2368,user2368,19418,1,187,12,1,12,Brendan,Damian,user2368Damian19418
2369,user2369,19428,0,163,24,1,24,Travis,Jeffrey,user2369Jeffrey19428
2370,user2370,19431,0,74,14,1,14,Fernando,Brendan,user2370Brendan19431
2371,user2371,19433,0,279,2,2,4,Peyton,Travis,user2371Travis19433
2372,user2372,19436,1,82,14,2,16,Conner,Fernando,user2372Fernando19436
2373,user2373,19440,1,147,16,4,32,Andres,Peyton,user2373Peyton19440
2374,user2374,19446,1,315,20,2,26,Javier,Conner,user2374Conner19446
2375,user2375,19458,1,284,14,1,14,Giovanni,Andres,user2375Andres19458
2376,user2376,19474,1,267,10,6,28,Shawn,Javier,user2376Javier19474
2377,user2377,19488,0,81,10,2,16,Braden,Giovanni,user2377Giovanni19488
2378,user2378,19489,1,285,16,3,26,Jonah,Shawn,user2378Shawn19489
2379,user2379,19506,0,64,2,1,2,Bradley,Braden,user2379Braden19506
2380,user2380,19508,0,304,10,11,48,Cesar,Jonah,user2380Jonah19508
2381,user2381,19513,1,266,32,2,36,Emmanuel,Bradley,user2381Bradley19513
2382,user2382,19515,1,32,12,2,20,Manuel,Cesar,user2382Cesar19515
2383,user2383,19517,0,317,6,2,12,Edgar,Emmanuel,user2383Emmanuel19517
2384,user2384,19523,0,223,12,2,18,Mario,Manuel,user2384Manuel19523
2385,user2385,19528,0,92,2,1,2,Erik,Edgar,user2385Edgar19528
2386,user2386,19529,1,424,12,11,52,Edwin,Mario,user2386Mario19529
2387,user2387,19551,1,420,8,12,48,Johnathan,Erik,user2387Erik19551
2388,user2388,19559,0,127,32,2,38,Devon,Edwin,user2388Edwin19559
2389,user2389,19563,1,25,2,1,2,Erick,Johnathan,user2389Johnathan19563
2390,user2390,19573,1,198,8,2,14,Wesley,Devon,user2390Devon19573
2391,user2391,19585,1,84,12,2,14,Oliver,Erick,user2391Erick19585
2392,user2392,19590,1,179,12,4,32,Austin,George,user2392George19590
2393,user2393,19601,1,381,8,8,26,Kevin,Eli,user2393Eli19601
2394,user2394,19617,1,234,14,3,22,Elijah,Collin,user2394Collin19617
2395,user2395,19634,0,235,12,1,12,Caleb,Spencer,user2395Spencer19634
2396,user2396,19638,0,121,32,8,48,Robert,Gage,user2396Gage19638
2397,user2397,19644,0,359,12,11,70,Thomas,Max,user2397Max19644
2398,user2398,19645,1,153,30,2,34,Jordan,Ricardo,user2398Ricardo19645
2399,user2399,19646,0,179,10,1,10,Cameron,Cristian,user2399Cristian19646
2400,user2400,19671,1,232,16,1,16,Jack,Derek,user2400Derek19671
2401,user2401,19677,1,392,16,10,54,Hunter,Micah,user2401Micah19677
2402,user2402,19689,1,143,16,1,16,Jackson,Brody,user2402Brody19689
2403,user2403,19694,1,105,12,2,20,Angel,Francisco,user2403Francisco19694
2404,user2404,19699,1,254,12,2,18,Isaiah,Nolan,user2404Nolan19699
2405,user2405,19702,1,260,10,1,10,Evan,Ayden,user2405Ayden19702
2406,user2406,19709,0,208,16,2,20,Isaac,Dalton,user2406Dalton19709
2407,user2407,19738,1,89,34,1,34,Luke,Shane,user2407Shane19738
2408,user2408,19749,1,79,12,2,16,Mason,Peter,user2408Peter19749
2409,user2409,19784,0,98,10,3,18,Jayden,Damian,user2409Damian19784
2410,user2410,19786,1,83,16,1,16,Jason,Jeffrey,user2410Jeffrey19786
2411,user2411,19805,1,419,14,12,78,Gavin,Brendan,user2411Brendan19805
2412,user2412,19806,1,122,2,2,8,Aaron,Travis,user2412Travis19806
2413,user2413,19819,0,146,16,2,20,Connor,Fernando,user2413Fernando19819
2414,user2414,19834,0,130,10,3,24,Aiden,Peyton,user2414Peyton19834
2415,user2415,19851,1,96,22,1,22,Aidan,Conner,user2415Conner19851
2416,user2416,19868,1,342,22,9,70,Kyle,Andres,user2416Andres19868
2417,user2417,19881,1,178,4,2,8,Juan,Javier,user2417Javier19881
2418,user2418,19884,1,22,6,1,6,Charles,Giovanni,user2418Giovanni19884
2419,user2419,19886,0,304,12,8,30,Luis,Shawn,user2419Shawn19886
2420,user2420,19892,1,250,8,7,24,Adam,Braden,user2420Braden19892
2421,user2421,19894,0,143,14,1,14,Lucas,Jonah,user2421Jonah19894
2422,user2422,19920,1,216,26,2,34,Brian,Bradley,user2422Bradley19920
2423,user2423,19925,1,309,12,5,34,Eric,Cesar,user2423Cesar19925
2424,user2424,19930,1,47,10,1,10,Adrian,Emmanuel,user2424Emmanuel19930
2425,user2425,19931,1,32,12,1,12,Nathaniel,Manuel,user2425Manuel19931
2426,user2426,19965,1,73,34,1,34,Sean,Edgar,user2426Edgar19965
2427,user2427,19968,1,300,16,1,16,Alex,Mario,user2427Mario19968
2428,user2428,19969,1,138,8,7,48,Carlos,Erik,user2428Erik19969
2429,user2429,19977,0,176,12,2,18,Bryan,Edwin,user2429Edwin19977
2430,user2430,19996,1,245,2,1,2,Ian,Johnathan,user2430Johnathan19996
2431,user2431,20009,1,179,6,1,6,Owen,Devon,user2431Devon20009
2432,user2432,20016,0,261,34,2,36,Jesus,Erick,user2432Erick20016
2433,user2433,20024,0,223,4,1,4,Landon,Wesley,user2433Wesley20024
2434,user2434,20028,1,112,22,2,28,Julian,Oliver,user2434Oliver20028
2435,user2435,20032,1,151,34,2,40,Chase,Trenton,user2435Trenton20032
2436,user2436,20041,0,354,24,4,32,Cole,Hector,user2436Hector20041
2437,user2437,20043,1,83,14,1,14,Diego,Malachi,user2437Malachi20043
2438,user2438,20044,1,267,12,6,42,Jeremiah,Jalen,user2438Jalen20044
2439,user2439,20048,0,161,22,2,28,Steven,Raymond,user2439Raymond20048
2440,user2440,20050,0,161,4,1,4,Sebastian,Gregory,user2440Gregory20050
2441,user2441,20053,1,148,10,1,10,Xavier,Abraham,user2441Abraham20053
2442,user2442,20056,1,127,4,1,4,Timothy,Elias,user2442Elias20056
2443,user2443,20061,1,345,16,12,72,Carter,Leonardo,user2443Leonardo20061
2444,user2444,20071,0,284,14,2,22,Wyatt,Sergio,user2444Sergio20071
2445,user2445,20072,1,410,22,10,44,Brayden,Donovan,user2445Donovan20072
2446,user2446,20074,1,211,14,7,38,Blake,Colby,user2446Colby20074
2447,user2447,20085,0,228,14,2,20,Hayden,Marco,user2447Marco20085
2448,user2448,20093,1,340,10,8,58,Devin,Bryson,user2448Bryson20093
2449,user2449,20095,1,372,16,12,86,Cody,Martin,user2449Martin20095
2450,user2450,20106,0,214,14,1,14,Richard,Eli,user2450Eli20106
2451,user2451,20109,0,72,2,2,4,Seth,Collin,user2451Collin20109
2452,user2452,20110,1,184,12,2,18,Dominic,Spencer,user2452Spencer20110
2453,user2453,20131,1,328,10,3,16,Jaden,Gage,user2453Gage20131
2454,user2454,20133,0,273,18,2,20,Antonio,Max,user2454Max20133
2455,user2455,20153,0,195,22,12,86,Miguel,Ricardo,user2455Ricardo20153
2456,user2456,20159,1,83,10,1,10,Austin,George,user2456George20159
2457,user2457,20176,0,153,12,9,48,Kevin,Eli,user2457Eli20176
2458,user2458,20183,0,171,6,6,34,Elijah,Collin,user2458Collin20183
2459,user2459,20186,1,104,34,3,50,Caleb,Spencer,user2459Spencer20186
2460,user2460,20198,0,170,34,1,34,Robert,Gage,user2460Gage20198
2461,user2461,20200,1,418,34,11,64,Thomas,Max,user2461Max20200
2462,user2462,20212,1,208,8,1,8,Jordan,Ricardo,user2462Ricardo20212
2463,user2463,20214,1,270,2,2,10,Cameron,Cristian,user2463Cristian20214
2464,user2464,20242,1,202,8,1,8,Jack,Derek,user2464Derek20242
2465,user2465,20262,1,225,8,2,14,Hunter,Micah,user2465Micah20262
2466,user2466,20273,0,234,36,6,60,Jackson,Brody,user2466Brody20273
2467,user2467,20277,1,177,14,11,36,Angel,Francisco,user2467Francisco20277
2468,user2468,20289,1,258,16,2,22,Isaiah,Nolan,user2468Nolan20289
2469,user2469,20297,1,238,16,6,48,Evan,Ayden,user2469Ayden20297
2470,user2470,20301,0,325,6,4,28,Isaac,Dalton,user2470Dalton20301
2471,user2471,20310,1,152,4,2,8,Luke,Shane,user2471Shane20310
2472,user2472,20334,1,198,14,1,14,Mason,Peter,user2472Peter20334
2473,user2473,20348,1,56,4,2,8,Jayden,Damian,user2473Damian20348
2474,user2474,20353,0,225,2,8,30,Jason,Jeffrey,user2474Jeffrey20353
2475,user2475,20364,0,146,26,2,32,Gavin,Brendan,user2475Brendan20364
2476,user2476,20371,1,192,12,11,48,Aaron,Travis,user2476Travis20371
2477,user2477,20384,1,192,10,1,10,Connor,Fernando,user2477Fernando20384
2478,user2478,20394,1,160,26,10,48,Aiden,Peyton,user2478Peyton20394
2479,user2479,20395,0,222,14,2,22,Aidan,Conner,user2479Conner20395
2480,user2480,20408,1,214,8,1,8,Kyle,Andres,user2480Andres20408
2481,user2481,20418,1,397,22,10,72,Juan,Javier,user2481Javier20418
2482,user2482,20422,1,119,10,1,10,Charles,Giovanni,user2482Giovanni20422
2483,user2483,20431,1,134,10,4,22,Luis,Shawn,user2483Shawn20431
2484,user2484,20432,0,362,18,11,66,Adam,Braden,user2484Braden20432
2485,user2485,20444,1,190,2,1,2,Lucas,Jonah,user2485Jonah20444
2486,user2486,20456,1,181,10,1,10,Brian,Bradley,user2486Bradley20456
2487,user2487,20458,1,149,4,2,12,Eric,Cesar,user2487Cesar20458
2488,user2488,20465,1,191,24,8,50,Adrian,Emmanuel,user2488Emmanuel20465
2489,user2489,20495,0,372,8,5,32,Nathaniel,Manuel,user2489Manuel20495
2490,user2490,20508,0,260,8,8,28,Sean,Edgar,user2490Edgar20508
2491,user2491,20511,1,153,16,2,20,Alex,Mario,user2491Mario20511
2492,user2492,20546,0,149,14,1,14,Carlos,Erik,user2492Erik20546
2493,user2493,20556,1,25,12,1,12,Bryan,Edwin,user2493Edwin20556
2494,user2494,20566,0,234,16,1,16,Ian,Johnathan,user2494Johnathan20566
2495,user2495,20571,0,37,12,2,18,Owen,Devon,user2495Devon20571
2496,user2496,20575,1,31,14,2,22,Jesus,Erick,user2496Erick20575
2497,user2497,20581,0,63,24,3,38,Landon,Wesley,user2497Wesley20581
2498,user2498,20583,1,249,10,7,50,Julian,Oliver,user2498Oliver20583
2499,user2499,20586,1,80,16,2,22,Chase,Trenton,user2499Trenton20586
2500,user2500,20594,1,34,14,1,14,Cole,Hector,user2500Hector20594
2501,user2501,20597,0,114,30,2,32,Diego,Malachi,user2501Malachi20597
2502,user2502,20598,1,217,14,1,14,Jeremiah,Jalen,user2502Jalen20598
2503,user2503,20601,0,368,36,5,62,Steven,Raymond,user2503Raymond20601
2504,user2504,20605,1,201,16,2,20,Sebastian,Gregory,user2504Gregory20605
2505,user2505,20606,1,103,30,1,30,Xavier,Abraham,user2505Abraham20606
2506,user2506,20622,1,383,14,12,58,Timothy,Elias,user2506Elias20622
2507,user2507,20627,0,84,20,2,28,Carter,Leonardo,user2507Leonardo20627
2508,user2508,20635,1,56,10,2,14,Wyatt,Sergio,user2508Sergio20635
2509,user2509,20637,1,176,20,2,28,Brayden,Donovan,user2509Donovan20637
2510,user2510,20638,1,330,12,7,48,Blake,Colby,user2510Colby20638
2511,user2511,20640,1,268,16,11,60,Hayden,Marco,user2511Marco20640
2512,user2512,20641,1,270,16,1,16,Tanner,Bryson,user2512Bryson20641
2513,user2513,20659,0,340,30,10,56,Eduardo,Martin,user2513Martin20659
2514,user2514,20716,1,420,16,12,40,Paul,Eli,user2514Eli20716
2515,user2515,20722,1,308,10,1,10,Edward,Collin,user2515Collin20722
2516,user2516,20734,1,83,14,1,14,Ivan,Spencer,user2516Spencer20734
2517,user2517,20746,0,91,14,2,20,Preston,Gage,user2517Gage20746
2518,user2518,20756,1,180,12,4,24,Maxwell,Max,user2518Max20756
2519,user2519,20761,0,124,10,1,10,Alan,Ricardo,user2519Ricardo20761
2520,user2520,20762,1,208,4,4,22,Levi,Cristian,user2520Cristian20762
2521,user2521,20777,1,90,12,2,14,Stephen,Derek,user2521Derek20777
2522,user2522,20782,1,369,22,7,52,Grant,Micah,user2522Micah20782
2523,user2523,20787,1,60,14,2,18,Nicolas,Tanner,user2523Tanner20787
2524,user2524,20812,1,405,10,8,38,Dakota,Eduardo,user2524Eduardo20812
2525,user2525,20817,0,421,14,9,66,Omar,Paul,user2525Paul20817
2526,user2526,20820,0,37,10,2,12,Alexis,Edward,user2526Edward20820
2527,user2527,20849,1,168,6,2,8,Josiah,Ivan,user2527Ivan20849
2528,user2528,20850,1,169,22,10,62,Jorge,Preston,user2528Preston20850
2529,user2529,20857,0,159,32,1,32,Ashton,Maxwell,user2529Maxwell20857
2530,user2530,20882,1,108,10,1,10,Cooper,Alan,user2530Alan20882
2531,user2531,20883,1,190,14,2,22,Tanner,Levi,user2531Levi20883
2532,user2532,20886,0,160,10,9,38,Eduardo,Stephen,user2532Stephen20886
2533,user2533,20888,1,153,12,4,20,Paul,Grant,user2533Grant20888
2534,user2534,20904,1,311,6,1,6,Edward,Nicolas,user2534Nicolas20904
2535,user2535,20907,1,222,14,2,18,Ivan,Dakota,user2535Dakota20907
2536,user2536,20937,1,110,14,1,14,Preston,Omar,user2536Omar20937
2537,user2537,20945,1,152,36,2,44,Maxwell,Alexis,user2537Alexis20945
2538,user2538,20958,1,157,14,6,42,Tyler,George,user2538George20958
2539,user2539,20961,1,213,12,1,12,James,Eli,user2539Eli20961
2540,user2540,20969,1,33,10,2,16,John,Eduardo,user2540Eduardo20969
2541,user2541,20980,0,121,4,2,12,Jonathan,Paul,user2541Paul20980
2542,user2542,20984,1,222,6,6,36,Noah,Edward,user2542Edward20984
2543,user2543,20990,1,299,10,2,14,Brandon,Ivan,user2543Ivan20990
2544,user2544,21013,1,349,14,7,56,Christian,Preston,user2544Preston21013
2545,user2545,21021,1,267,10,2,18,Dylan,Maxwell,user2545Maxwell21021
2546,user2546,21027,1,90,16,2,20,Samuel,Alan,user2546Alan21027
2547,user2547,21028,1,20,10,1,10,Benjamin,Levi,user2547Levi21028
2548,user2548,21030,1,166,24,2,28,Nathan,Stephen,user2548Stephen21030
2549,user2549,21032,1,123,18,2,26,Zachary,Grant,user2549Grant21032
2550,user2550,21033,1,63,12,2,16,Logan,Nicolas,user2550Nicolas21033
2551,user2551,21043,1,316,16,2,20,Justin,Dakota,user2551Dakota21043
2552,user2552,21048,0,224,10,1,10,Gabriel,Omar,user2552Omar21048
2553,user2553,21059,1,89,24,2,30,Jose,Alexis,user2553Alexis21059
2554,user2554,21060,0,123,12,8,54,Austin,George,user2554George21060
2555,user2555,21101,1,86,6,3,14,Kevin,Eli,user2555Eli21101
2556,user2556,21107,1,106,14,2,18,Elijah,Collin,user2556Collin21107
2557,user2557,21108,0,403,10,11,34,Caleb,Spencer,user2557Spencer21108
2558,user2558,21116,0,240,14,2,20,Robert,Gage,user2558Gage21116
2559,user2559,21128,1,164,14,2,20,Thomas,Max,user2559Max21128
2560,user2560,21147,0,58,36,1,36,Jordan,Ricardo,user2560Ricardo21147
2561,user2561,21148,1,204,6,4,20,Cameron,Cristian,user2561Cristian21148
2562,user2562,21150,1,254,32,10,88,Jack,Derek,user2562Derek21150
2563,user2563,21155,1,210,2,2,8,Hunter,Micah,user2563Micah21155
2564,user2564,21161,1,284,14,2,22,Jackson,Brody,user2564Brody21161
2565,user2565,21167,0,71,10,1,10,Angel,Francisco,user2565Francisco21167
2566,user2566,21191,0,31,24,2,30,Isaiah,Nolan,user2566Nolan21191
2567,user2567,21192,1,181,2,2,4,Evan,Ayden,user2567Ayden21192
2568,user2568,21194,1,445,16,12,68,Isaac,Dalton,user2568Dalton21194
2569,user2569,21207,1,215,20,9,52,Luke,Shane,user2569Shane21207
